District_Name,Country_Name,Bordering_Country,Distance_to_Border
Vest-Agder,Norway,Norway,0.0
Vestfold,Norway,Norway,0.0
Central,Nepal,Nepal,0.0
East,Nepal,Nepal,0.0
Far-Western,Nepal,Nepal,0.0
Mid-Western,Nepal,Nepal,0.0
West,Nepal,Nepal,0.0
Aiwo,Nauru,Nauru,0.0
Anabar,Nauru,Nauru,0.0
Anetan,Nauru,Nauru,0.0
Anibare,Nauru,Nauru,0.0
Baiti,Nauru,Nauru,0.0
Boe,Nauru,Nauru,0.0
Buada,Nauru,Nauru,0.0
Denigomodu,Nauru,Nauru,0.0
Ewa,Nauru,Nauru,0.0
Ijuw,Nauru,Nauru,0.0
Meneng,Nauru,Nauru,0.0
Nibok,Nauru,Nauru,0.0
Uaboe,Nauru,Nauru,0.0
Yaren,Nauru,Nauru,0.0
Auckland,New Zealand,New Zealand,0.0
Bay of Plenty,New Zealand,New Zealand,0.0
Canterbury,New Zealand,New Zealand,0.0
Chatham Islands,New Zealand,New Zealand,0.0
Gisborne,New Zealand,New Zealand,0.0
Hawke's Bay,New Zealand,New Zealand,0.0
Manawatu-Wanganui,New Zealand,New Zealand,0.0
Marlborough,New Zealand,New Zealand,0.0
Nelson,New Zealand,New Zealand,0.0
Northern Islands,New Zealand,New Zealand,0.0
Northland,New Zealand,New Zealand,0.0
Otago,New Zealand,New Zealand,0.0
Southern Islands,New Zealand,New Zealand,0.0
Southland,New Zealand,New Zealand,0.0
Taranaki,New Zealand,New Zealand,0.0
Tasman,New Zealand,New Zealand,0.0
Waikato,New Zealand,New Zealand,0.0
Wellington,New Zealand,New Zealand,0.0
West Coast,New Zealand,New Zealand,0.0
Ad Dakhliyah,Oman,Oman,0.0
Al Batinah North,Oman,Oman,0.0
Al Batinah South,Oman,Oman,0.0
Al Buraymi,Oman,Oman,0.0
Al Dhahira,Oman,Oman,0.0
Al Wusta,Oman,Oman,0.0
Ash Sharqiyah North,Oman,Oman,0.0
Ash Sharqiyah South,Oman,Oman,0.0
Dhofar,Oman,Oman,0.0
Musandam,Oman,Oman,0.0
Muscat,Oman,Oman,0.0
Azad Kashmir,Pakistan,Pakistan,0.0
Balochistan,Pakistan,Pakistan,0.0
Federally Administered Tribal Ar,Pakistan,Pakistan,0.0
Gilgit-Baltistan,Pakistan,Pakistan,0.0
Islamabad,Pakistan,Pakistan,0.0
Khyber-Pakhtunkhwa,Pakistan,Pakistan,0.0
Punjab,Pakistan,Pakistan,0.0
Sindh,Pakistan,Pakistan,0.0
Bocas del Toro,Panama,Panama,0.0
Chiriquí,Panama,Panama,0.0
Coclé,Panama,Panama,0.0
Colón,Panama,Panama,0.0
Darién,Panama,Panama,0.0
Emberá,Panama,Panama,0.0
Herrera,Panama,Panama,0.0
Kuna Yala,Panama,Panama,0.0
Los Santos,Panama,Panama,0.0
Ngöbe Buglé,Panama,Panama,0.0
Panamá,Panama,Panama,0.0
Panamá Oeste,Panama,Panama,0.0
Veraguas,Panama,Panama,0.0
Amazonas,Peru,Peru,0.0
Ancash,Peru,Peru,0.0
Apurímac,Peru,Peru,0.0
Arequipa,Peru,Peru,0.0
Ayacucho,Peru,Peru,0.0
Cajamarca,Peru,Peru,0.0
Callao,Peru,Peru,0.0
Cusco,Peru,Peru,0.0
Huancavelica,Peru,Peru,0.0
Huánuco,Peru,Peru,0.0
Ica,Peru,Peru,0.0
Junín,Peru,Peru,0.0
La Libertad,Peru,Peru,0.0
Lambayeque,Peru,Peru,0.0
Lima,Peru,Peru,0.0
Lima Province,Peru,Peru,0.0
Loreto,Peru,Peru,0.0
Madre de Dios,Peru,Peru,0.0
Moquegua,Peru,Peru,0.0
Pasco,Peru,Peru,0.0
Piura,Peru,Peru,0.0
Puno,Peru,Peru,0.0
San Martín,Peru,Peru,0.0
Tacna,Peru,Peru,0.0
Tumbes,Peru,Peru,0.0
Ucayali,Peru,Peru,0.0
Abra,Philippines,Philippines,0.0
Agusan del Norte,Philippines,Philippines,0.0
Agusan del Sur,Philippines,Philippines,0.0
Aklan,Philippines,Philippines,0.0
Albay,Philippines,Philippines,0.0
Antique,Philippines,Philippines,0.0
Apayao,Philippines,Philippines,0.0
Aurora,Philippines,Philippines,0.0
Basilan,Philippines,Philippines,0.0
Bataan,Philippines,Philippines,0.0
Batanes,Philippines,Philippines,0.0
Batangas,Philippines,Philippines,0.0
Benguet,Philippines,Philippines,0.0
Biliran,Philippines,Philippines,0.0
Bohol,Philippines,Philippines,0.0
Bukidnon,Philippines,Philippines,0.0
Bulacan,Philippines,Philippines,0.0
Cagayan,Philippines,Philippines,0.0
Camarines Norte,Philippines,Philippines,0.0
Camarines Sur,Philippines,Philippines,0.0
Camiguin,Philippines,Philippines,0.0
Capiz,Philippines,Philippines,0.0
Catanduanes,Philippines,Philippines,0.0
Cavite,Philippines,Philippines,0.0
Cebu,Philippines,Philippines,0.0
Compostela Valley,Philippines,Philippines,0.0
Davao del Norte,Philippines,Philippines,0.0
Davao del Sur,Philippines,Philippines,0.0
Davao Oriental,Philippines,Philippines,0.0
Dinagat Islands,Philippines,Philippines,0.0
Eastern Samar,Philippines,Philippines,0.0
Guimaras,Philippines,Philippines,0.0
Ifugao,Philippines,Philippines,0.0
Ilocos Norte,Philippines,Philippines,0.0
Ilocos Sur,Philippines,Philippines,0.0
Iloilo,Philippines,Philippines,0.0
Isabela,Philippines,Philippines,0.0
Kalinga,Philippines,Philippines,0.0
La Union,Philippines,Philippines,0.0
Laguna,Philippines,Philippines,0.0
Lanao del Norte,Philippines,Philippines,0.0
Lanao del Sur,Philippines,Philippines,0.0
Leyte,Philippines,Philippines,0.0
Maguindanao,Philippines,Philippines,0.0
Marinduque,Philippines,Philippines,0.0
Masbate,Philippines,Philippines,0.0
Metropolitan Manila,Philippines,Philippines,0.0
Misamis Occidental,Philippines,Philippines,0.0
Misamis Oriental,Philippines,Philippines,0.0
Mountain Province,Philippines,Philippines,0.0
Negros Occidental,Philippines,Philippines,0.0
Negros Oriental,Philippines,Philippines,0.0
North Cotabato,Philippines,Philippines,0.0
Northern Samar,Philippines,Philippines,0.0
Nueva Ecija,Philippines,Philippines,0.0
Nueva Vizcaya,Philippines,Philippines,0.0
Occidental Mindoro,Philippines,Philippines,0.0
Oriental Mindoro,Philippines,Philippines,0.0
Palawan,Philippines,Philippines,0.0
Pampanga,Philippines,Philippines,0.0
Pangasinan,Philippines,Philippines,0.0
Quezon,Philippines,Philippines,0.0
Quirino,Philippines,Philippines,0.0
Rizal,Philippines,Philippines,0.0
Romblon,Philippines,Philippines,0.0
Samar,Philippines,Philippines,0.0
Sarangani,Philippines,Philippines,0.0
Siquijor,Philippines,Philippines,0.0
Sorsogon,Philippines,Philippines,0.0
South Cotabato,Philippines,Philippines,0.0
Southern Leyte,Philippines,Philippines,0.0
Sultan Kudarat,Philippines,Philippines,0.0
Sulu,Philippines,Philippines,0.0
Surigao del Norte,Philippines,Philippines,0.0
Surigao del Sur,Philippines,Philippines,0.0
Tarlac,Philippines,Philippines,0.0
Tawi-Tawi,Philippines,Philippines,0.0
Zambales,Philippines,Philippines,0.0
Zamboanga del Norte,Philippines,Philippines,0.0
Zamboanga del Sur,Philippines,Philippines,0.0
Zamboanga Sibugay,Philippines,Philippines,0.0
Aimeliik,Palau,Palau,0.0
Airai,Palau,Palau,0.0
Angaur,Palau,Palau,0.0
Hatohobei,Palau,Palau,0.0
Kayangel,Palau,Palau,0.0
Koror,Palau,Palau,0.0
Melekeok,Palau,Palau,0.0
Ngaraard,Palau,Palau,0.0
Ngarchelong,Palau,Palau,0.0
Ngardmau,Palau,Palau,0.0
Ngatpang,Palau,Palau,0.0
Ngchesar,Palau,Palau,0.0
Ngeremlengui,Palau,Palau,0.0
Ngiwal,Palau,Palau,0.0
Peleliu,Palau,Palau,0.0
Sonsorol,Palau,Palau,0.0
Bougainville,Papua New Guinea,Papua New Guinea,0.0
Central,Papua New Guinea,Papua New Guinea,0.0
Chimbu,Papua New Guinea,Papua New Guinea,0.0
East New Britain,Papua New Guinea,Papua New Guinea,0.0
East Sepik,Papua New Guinea,Papua New Guinea,0.0
Eastern Highlands,Papua New Guinea,Papua New Guinea,0.0
Enga,Papua New Guinea,Papua New Guinea,0.0
Gulf,Papua New Guinea,Papua New Guinea,0.0
Hela,Papua New Guinea,Papua New Guinea,0.0
Jiwaka,Papua New Guinea,Papua New Guinea,0.0
Madang,Papua New Guinea,Papua New Guinea,0.0
Manus,Papua New Guinea,Papua New Guinea,0.0
Milne Bay,Papua New Guinea,Papua New Guinea,0.0
Morobe,Papua New Guinea,Papua New Guinea,0.0
National Capital District,Papua New Guinea,Papua New Guinea,0.0
New Ireland,Papua New Guinea,Papua New Guinea,0.0
Oro,Papua New Guinea,Papua New Guinea,0.0
Sandaun,Papua New Guinea,Papua New Guinea,0.0
Southern Highlands,Papua New Guinea,Papua New Guinea,0.0
West New Britain,Papua New Guinea,Papua New Guinea,0.0
Western,Papua New Guinea,Papua New Guinea,0.0
Western Highlands,Papua New Guinea,Papua New Guinea,0.0
Dolnośląskie,Poland,Poland,0.0
Kujawsko-Pomorskie,Poland,Poland,0.0
Łódzkie,Poland,Poland,0.0
Lubelskie,Poland,Poland,0.0
Lubuskie,Poland,Poland,0.0
Małopolskie,Poland,Poland,0.0
Mazowieckie,Poland,Poland,0.0
Opolskie,Poland,Poland,0.0
Podkarpackie,Poland,Poland,0.0
Podlaskie,Poland,Poland,0.0
Pomorskie,Poland,Poland,0.0
Śląskie,Poland,Poland,0.0
Świętokrzyskie,Poland,Poland,0.0
Warmińsko-Mazurskie,Poland,Poland,0.0
Wielkopolskie,Poland,Poland,0.0
Zachodniopomorskie,Poland,Poland,0.0
Adjuntas,Puerto Rico,Puerto Rico,0.0
Aguada,Puerto Rico,Puerto Rico,0.0
Aguadilla,Puerto Rico,Puerto Rico,0.0
Aguas Buenas,Puerto Rico,Puerto Rico,0.0
Aibonito,Puerto Rico,Puerto Rico,0.0
Añasco,Puerto Rico,Puerto Rico,0.0
Arecibo,Puerto Rico,Puerto Rico,0.0
Arroyo,Puerto Rico,Puerto Rico,0.0
Barceloneta,Puerto Rico,Puerto Rico,0.0
Barranquitas,Puerto Rico,Puerto Rico,0.0
Bayamón,Puerto Rico,Puerto Rico,0.0
Cabo Rojo,Puerto Rico,Puerto Rico,0.0
Caguas,Puerto Rico,Puerto Rico,0.0
Camuy,Puerto Rico,Puerto Rico,0.0
Canóvanas,Puerto Rico,Puerto Rico,0.0
Carolina,Puerto Rico,Puerto Rico,0.0
Cataño,Puerto Rico,Puerto Rico,0.0
Cayey,Puerto Rico,Puerto Rico,0.0
Ceiba,Puerto Rico,Puerto Rico,0.0
Ciales,Puerto Rico,Puerto Rico,0.0
Cidra,Puerto Rico,Puerto Rico,0.0
Coamo,Puerto Rico,Puerto Rico,0.0
Comerío,Puerto Rico,Puerto Rico,0.0
Corozal,Puerto Rico,Puerto Rico,0.0
Culebra,Puerto Rico,Puerto Rico,0.0
Dorado,Puerto Rico,Puerto Rico,0.0
Fajardo,Puerto Rico,Puerto Rico,0.0
Florida,Puerto Rico,Puerto Rico,0.0
Guánica,Puerto Rico,Puerto Rico,0.0
Guayama,Puerto Rico,Puerto Rico,0.0
Guayanilla,Puerto Rico,Puerto Rico,0.0
Guaynabo,Puerto Rico,Puerto Rico,0.0
Gurabo,Puerto Rico,Puerto Rico,0.0
Hatillo,Puerto Rico,Puerto Rico,0.0
Hormigueros,Puerto Rico,Puerto Rico,0.0
Humacao,Puerto Rico,Puerto Rico,0.0
Isabela,Puerto Rico,Puerto Rico,0.0
Jayuya,Puerto Rico,Puerto Rico,0.0
Juana Díaz,Puerto Rico,Puerto Rico,0.0
Juncos,Puerto Rico,Puerto Rico,0.0
Lajas,Puerto Rico,Puerto Rico,0.0
Lares,Puerto Rico,Puerto Rico,0.0
Las Marías,Puerto Rico,Puerto Rico,0.0
Las Piedras,Puerto Rico,Puerto Rico,0.0
Loíza,Puerto Rico,Puerto Rico,0.0
Luquillo,Puerto Rico,Puerto Rico,0.0
Manatí,Puerto Rico,Puerto Rico,0.0
Maricao,Puerto Rico,Puerto Rico,0.0
Maunabo,Puerto Rico,Puerto Rico,0.0
Mayagüez,Puerto Rico,Puerto Rico,0.0
Moca,Puerto Rico,Puerto Rico,0.0
Morovis,Puerto Rico,Puerto Rico,0.0
Naguabo,Puerto Rico,Puerto Rico,0.0
Naranjito,Puerto Rico,Puerto Rico,0.0
Orocovis,Puerto Rico,Puerto Rico,0.0
Patillas,Puerto Rico,Puerto Rico,0.0
Peñuelas,Puerto Rico,Puerto Rico,0.0
Ponce,Puerto Rico,Puerto Rico,0.0
Quebradillas,Puerto Rico,Puerto Rico,0.0
Rincón,Puerto Rico,Puerto Rico,0.0
Río Grande,Puerto Rico,Puerto Rico,0.0
Sabana Grande,Puerto Rico,Puerto Rico,0.0
Salinas,Puerto Rico,Puerto Rico,0.0
San Germán,Puerto Rico,Puerto Rico,0.0
San Juan,Puerto Rico,Puerto Rico,0.0
San Lorenzo,Puerto Rico,Puerto Rico,0.0
San Sebastián,Puerto Rico,Puerto Rico,0.0
Santa Isabel,Puerto Rico,Puerto Rico,0.0
Toa Alta,Puerto Rico,Puerto Rico,0.0
Toa Baja,Puerto Rico,Puerto Rico,0.0
Trujillo Alto,Puerto Rico,Puerto Rico,0.0
Utuado,Puerto Rico,Puerto Rico,0.0
Vega Alta,Puerto Rico,Puerto Rico,0.0
Vega Baja,Puerto Rico,Puerto Rico,0.0
Vieques,Puerto Rico,Puerto Rico,0.0
Villalba,Puerto Rico,Puerto Rico,0.0
Yabucoa,Puerto Rico,Puerto Rico,0.0
Yauco,Puerto Rico,Puerto Rico,0.0
Chagang-do,North Korea,North Korea,0.0
Hamgyŏng-bukto,North Korea,North Korea,0.0
Hamgyŏng-namdo,North Korea,North Korea,0.0
Hwanghae-bukto,North Korea,North Korea,0.0
Hwanghae-namdo,North Korea,North Korea,0.0
Kaesŏng,North Korea,North Korea,0.0
Kangwŏn-do,North Korea,North Korea,0.0
Kumgangsan,North Korea,North Korea,0.0
P'yŏngan-bukto,North Korea,North Korea,0.0
P'yŏngan-namdo,North Korea,North Korea,0.0
P'yŏngyang,North Korea,North Korea,0.0
Rasŏn,North Korea,North Korea,0.0
Ryanggang,North Korea,North Korea,0.0
Sinŭiju,North Korea,North Korea,0.0
Aveiro,Portugal,Portugal,0.0
Azores,Portugal,Portugal,0.0
Beja,Portugal,Portugal,0.0
Braga,Portugal,Portugal,0.0
Bragança,Portugal,Portugal,0.0
Castelo Branco,Portugal,Portugal,0.0
Coimbra,Portugal,Portugal,0.0
Évora,Portugal,Portugal,0.0
Faro,Portugal,Portugal,0.0
Guarda,Portugal,Portugal,0.0
Leiria,Portugal,Portugal,0.0
Lisboa,Portugal,Portugal,0.0
Madeira,Portugal,Portugal,0.0
Portalegre,Portugal,Portugal,0.0
Porto,Portugal,Portugal,0.0
Santarém,Portugal,Portugal,0.0
Setúbal,Portugal,Portugal,0.0
Viana do Castelo,Portugal,Portugal,0.0
Vila Real,Portugal,Portugal,0.0
Viseu,Portugal,Portugal,0.0
Alto Paraguay,Paraguay,Paraguay,0.0
Alto Paraná,Paraguay,Paraguay,0.0
Amambay,Paraguay,Paraguay,0.0
Asunción,Paraguay,Paraguay,0.0
Boquerón,Paraguay,Paraguay,0.0
Caaguazú,Paraguay,Paraguay,0.0
Caazapá,Paraguay,Paraguay,0.0
Canindeyú,Paraguay,Paraguay,0.0
Central,Paraguay,Paraguay,0.0
Concepción,Paraguay,Paraguay,0.0
Cordillera,Paraguay,Paraguay,0.0
Guairá,Paraguay,Paraguay,0.0
Itapúa,Paraguay,Paraguay,0.0
Misiones,Paraguay,Paraguay,0.0
Ñeembucú,Paraguay,Paraguay,0.0
Paraguarí,Paraguay,Paraguay,0.0
Presidente Hayes,Paraguay,Paraguay,0.0
San Pedro,Paraguay,Paraguay,0.0
Gaza,Palestine,Palestine,0.0
West Bank,Palestine,Palestine,0.0
Îles Australes,French Polynesia,French Polynesia,0.0
Îles du Vent,French Polynesia,French Polynesia,0.0
Îles Marquises,French Polynesia,French Polynesia,0.0
Îles Sous-le-Vent,French Polynesia,French Polynesia,0.0
Îles Tuamotu-Gambier,French Polynesia,French Polynesia,0.0
Ad Dawhah,Qatar,Qatar,0.0
Al Daayen,Qatar,Qatar,0.0
Al Khor,Qatar,Qatar,0.0
Al Wakrah,Qatar,Qatar,0.0
Ar Rayyan,Qatar,Qatar,0.0
Madinat ash Shamal,Qatar,Qatar,0.0
Umm Salal,Qatar,Qatar,0.0
Saint-Benoît,Réunion,Réunion,0.0
Saint-Denis,Réunion,Réunion,0.0
Saint-Paul,Réunion,Réunion,0.0
Saint-Pierre,Réunion,Réunion,0.0
Alba,Romania,Romania,0.0
Arad,Romania,Romania,0.0
Argeș,Romania,Romania,0.0
Bacău,Romania,Romania,0.0
Bihor,Romania,Romania,0.0
Bistrița-Năsăud,Romania,Romania,0.0
Botoșani,Romania,Romania,0.0
Brăila,Romania,Romania,0.0
Brașov,Romania,Romania,0.0
Bucharest,Romania,Romania,0.0
Buzău,Romania,Romania,0.0
Călărași,Romania,Romania,0.0
Caraș-Severin,Romania,Romania,0.0
Cluj,Romania,Romania,0.0
Constanța,Romania,Romania,0.0
Covasna,Romania,Romania,0.0
Dâmbovița,Romania,Romania,0.0
Dolj,Romania,Romania,0.0
Galați,Romania,Romania,0.0
Giurgiu,Romania,Romania,0.0
Gorj,Romania,Romania,0.0
Harghita,Romania,Romania,0.0
Hunedoara,Romania,Romania,0.0
Ialomița,Romania,Romania,0.0
Iași,Romania,Romania,0.0
Ilfov,Romania,Romania,0.0
Maramureș,Romania,Romania,0.0
Mehedinți,Romania,Romania,0.0
Mureș,Romania,Romania,0.0
Neamț,Romania,Romania,0.0
Olt,Romania,Romania,0.0
Prahova,Romania,Romania,0.0
Sălaj,Romania,Romania,0.0
Satu Mare,Romania,Romania,0.0
Sibiu,Romania,Romania,0.0
Suceava,Romania,Romania,0.0
Teleorman,Romania,Romania,0.0
Timiș,Romania,Romania,0.0
Tulcea,Romania,Romania,0.0
Vâlcea,Romania,Romania,0.0
Vaslui,Romania,Romania,0.0
Vrancea,Romania,Romania,0.0
Adygey,Russia,Russia,0.0
Altay,Russia,Russia,0.0
Amur,Russia,Russia,0.0
Arkhangel'sk,Russia,Russia,0.0
Astrakhan',Russia,Russia,0.0
Bashkortostan,Russia,Russia,0.0
Belgorod,Russia,Russia,0.0
Bryansk,Russia,Russia,0.0
Buryat,Russia,Russia,0.0
Chechnya,Russia,Russia,0.0
Chelyabinsk,Russia,Russia,0.0
Chukot,Russia,Russia,0.0
Chuvash,Russia,Russia,0.0
City of St. Petersburg,Russia,Russia,0.0
Dagestan,Russia,Russia,0.0
Gorno-Altay,Russia,Russia,0.0
Ingush,Russia,Russia,0.0
Irkutsk,Russia,Russia,0.0
Ivanovo,Russia,Russia,0.0
Kabardin-Balkar,Russia,Russia,0.0
Kaliningrad,Russia,Russia,0.0
Kalmyk,Russia,Russia,0.0
Kaluga,Russia,Russia,0.0
Kamchatka,Russia,Russia,0.0
Karachay-Cherkess,Russia,Russia,0.0
Karelia,Russia,Russia,0.0
Kemerovo,Russia,Russia,0.0
Khabarovsk,Russia,Russia,0.0
Khakass,Russia,Russia,0.0
Khanty-Mansiy,Russia,Russia,0.0
Kirov,Russia,Russia,0.0
Komi,Russia,Russia,0.0
Kostroma,Russia,Russia,0.0
Krasnodar,Russia,Russia,0.0
Krasnoyarsk,Russia,Russia,0.0
Kurgan,Russia,Russia,0.0
Kursk,Russia,Russia,0.0
Leningrad,Russia,Russia,0.0
Lipetsk,Russia,Russia,0.0
Magadan,Russia,Russia,0.0
Mariy-El,Russia,Russia,0.0
Mordovia,Russia,Russia,0.0
Moscow City,Russia,Russia,0.0
Moskva,Russia,Russia,0.0
Murmansk,Russia,Russia,0.0
Nenets,Russia,Russia,0.0
Nizhegorod,Russia,Russia,0.0
North Ossetia,Russia,Russia,0.0
Novgorod,Russia,Russia,0.0
Novosibirsk,Russia,Russia,0.0
Omsk,Russia,Russia,0.0
Orel,Russia,Russia,0.0
Orenburg,Russia,Russia,0.0
Penza,Russia,Russia,0.0
Perm',Russia,Russia,0.0
Primor'ye,Russia,Russia,0.0
Pskov,Russia,Russia,0.0
Rostov,Russia,Russia,0.0
Ryazan',Russia,Russia,0.0
Sakha,Russia,Russia,0.0
Sakhalin,Russia,Russia,0.0
Samara,Russia,Russia,0.0
Saratov,Russia,Russia,0.0
Smolensk,Russia,Russia,0.0
Stavropol',Russia,Russia,0.0
Sverdlovsk,Russia,Russia,0.0
Tambov,Russia,Russia,0.0
Tatarstan,Russia,Russia,0.0
Tomsk,Russia,Russia,0.0
Tula,Russia,Russia,0.0
Tuva,Russia,Russia,0.0
Tver',Russia,Russia,0.0
Tyumen',Russia,Russia,0.0
Udmurt,Russia,Russia,0.0
Ul'yanovsk,Russia,Russia,0.0
Vladimir,Russia,Russia,0.0
Volgograd,Russia,Russia,0.0
Vologda,Russia,Russia,0.0
Voronezh,Russia,Russia,0.0
Yamal-Nenets,Russia,Russia,0.0
Yaroslavl',Russia,Russia,0.0
Yevrey,Russia,Russia,0.0
Zabaykal'ye,Russia,Russia,0.0
Amajyaruguru,Rwanda,Rwanda,0.0
Amajyepfo,Rwanda,Rwanda,0.0
Iburasirazuba,Rwanda,Rwanda,0.0
Iburengerazuba,Rwanda,Rwanda,0.0
Umujyi wa Kigali,Rwanda,Rwanda,0.0
'Asir,Saudi Arabia,Saudi Arabia,0.0
Al Bahah,Saudi Arabia,Saudi Arabia,0.0
Al Hudud ash Shamaliyah,Saudi Arabia,Saudi Arabia,0.0
Al Jawf,Saudi Arabia,Saudi Arabia,0.0
Al Madinah,Saudi Arabia,Saudi Arabia,0.0
Al Qassim,Saudi Arabia,Saudi Arabia,0.0
Ar Riyad,Saudi Arabia,Saudi Arabia,0.0
Ash-Sharqīyah,Saudi Arabia,Saudi Arabia,0.0
Ḥaʼil,Saudi Arabia,Saudi Arabia,0.0
Jizan,Saudi Arabia,Saudi Arabia,0.0
Makkah,Saudi Arabia,Saudi Arabia,0.0
Najran,Saudi Arabia,Saudi Arabia,0.0
Tabuk,Saudi Arabia,Saudi Arabia,0.0
Al Jazirah,Sudan,Sudan,0.0
Al Qadarif,Sudan,Sudan,0.0
Blue Nile,Sudan,Sudan,0.0
Central Darfur,Sudan,Sudan,0.0
East Darfur,Sudan,Sudan,0.0
Kassala,Sudan,Sudan,0.0
Khartoum,Sudan,Sudan,0.0
North Darfur,Sudan,Sudan,0.0
North Kurdufan,Sudan,Sudan,0.0
Northern,Sudan,Sudan,0.0
Red Sea,Sudan,Sudan,0.0
River Nile,Sudan,Sudan,0.0
Sennar,Sudan,Sudan,0.0
South Darfur,Sudan,Sudan,0.0
South Kurdufan,Sudan,Sudan,0.0
West Darfur,Sudan,Sudan,0.0
West Kurdufan,Sudan,Sudan,0.0
White Nile,Sudan,Sudan,0.0
Dakar,Senegal,Senegal,0.0
Diourbel,Senegal,Senegal,0.0
Fatick,Senegal,Senegal,0.0
Kaffrine,Senegal,Senegal,0.0
Kaolack,Senegal,Senegal,0.0
Kédougou,Senegal,Senegal,0.0
Kolda,Senegal,Senegal,0.0
Louga,Senegal,Senegal,0.0
Matam,Senegal,Senegal,0.0
Saint-Louis,Senegal,Senegal,0.0
Sédhiou,Senegal,Senegal,0.0
Tambacounda,Senegal,Senegal,0.0
Thiès,Senegal,Senegal,0.0
Ziguinchor,Senegal,Senegal,0.0
Central,Singapore,Singapore,0.0
East,Singapore,Singapore,0.0
North,Singapore,Singapore,0.0
North-East,Singapore,Singapore,0.0
West,Singapore,Singapore,0.0
Ascension,"Saint Helena, Ascension and Tris","Saint Helena, Ascension and Tris",0.0
Saint Helena,"Saint Helena, Ascension and Tris","Saint Helena, Ascension and Tris",0.0
Tristan da Cunha,"Saint Helena, Ascension and Tris","Saint Helena, Ascension and Tris",0.0
Jan Mayen,Svalbard and Jan Mayen,Svalbard and Jan Mayen,0.0
Svalbard,Svalbard and Jan Mayen,Svalbard and Jan Mayen,0.0
Central,Solomon Islands,Solomon Islands,0.0
Choiseul,Solomon Islands,Solomon Islands,0.0
Guadalcanal,Solomon Islands,Solomon Islands,0.0
Honiara,Solomon Islands,Solomon Islands,0.0
Isabel,Solomon Islands,Solomon Islands,0.0
Makira Ulawa,Solomon Islands,Solomon Islands,0.0
Malaita,Solomon Islands,Solomon Islands,0.0
Rennell and Bellona,Solomon Islands,Solomon Islands,0.0
Temotu,Solomon Islands,Solomon Islands,0.0
Western,Solomon Islands,Solomon Islands,0.0
Eastern,Sierra Leone,Sierra Leone,0.0
Northern,Sierra Leone,Sierra Leone,0.0
Southern,Sierra Leone,Sierra Leone,0.0
Western,Sierra Leone,Sierra Leone,0.0
Ahuachapán,El Salvador,El Salvador,0.0
Cabañas,El Salvador,El Salvador,0.0
Chalatenango,El Salvador,El Salvador,0.0
Cuscatlán,El Salvador,El Salvador,0.0
La Libertad,El Salvador,El Salvador,0.0
La Paz,El Salvador,El Salvador,0.0
La Unión,El Salvador,El Salvador,0.0
Morazán,El Salvador,El Salvador,0.0
San Miguel,El Salvador,El Salvador,0.0
San Salvador,El Salvador,El Salvador,0.0
San Vicente,El Salvador,El Salvador,0.0
Santa Ana,El Salvador,El Salvador,0.0
Sonsonate,El Salvador,El Salvador,0.0
Usulután,El Salvador,El Salvador,0.0
Acquaviva,San Marino,San Marino,0.0
Borgo Maggiore,San Marino,San Marino,0.0
Chiesanuova,San Marino,San Marino,0.0
Domagnano,San Marino,San Marino,0.0
Faetano,San Marino,San Marino,0.0
Fiorentino,San Marino,San Marino,0.0
Montegiardino,San Marino,San Marino,0.0
San Marino,San Marino,San Marino,0.0
Serravalle,San Marino,San Marino,0.0
Awdal,Somalia,Somalia,0.0
Bakool,Somalia,Somalia,0.0
Banaadir,Somalia,Somalia,0.0
Bari,Somalia,Somalia,0.0
Bay,Somalia,Somalia,0.0
Galguduud,Somalia,Somalia,0.0
Gedo,Somalia,Somalia,0.0
Hiiraan,Somalia,Somalia,0.0
Jubbada Dhexe,Somalia,Somalia,0.0
Jubbada Hoose,Somalia,Somalia,0.0
Mudug,Somalia,Somalia,0.0
Nugaal,Somalia,Somalia,0.0
Sanaag,Somalia,Somalia,0.0
Shabeellaha Dhexe,Somalia,Somalia,0.0
Shabeellaha Hoose,Somalia,Somalia,0.0
Sool,Somalia,Somalia,0.0
Togdheer,Somalia,Somalia,0.0
Woqooyi Galbeed,Somalia,Somalia,0.0
Miquelon-Langlade,Saint Pierre and Miquelon,Saint Pierre and Miquelon,0.0
Saint-Pierre,Saint Pierre and Miquelon,Saint Pierre and Miquelon,0.0
Borski,Serbia,Serbia,0.0
Braničevski,Serbia,Serbia,0.0
Grad Beograd,Serbia,Serbia,0.0
Jablanički,Serbia,Serbia,0.0
Južno-Bački,Serbia,Serbia,0.0
Južno-Banatski,Serbia,Serbia,0.0
Kolubarski,Serbia,Serbia,0.0
Mačvanski,Serbia,Serbia,0.0
Moravički,Serbia,Serbia,0.0
Nišavski,Serbia,Serbia,0.0
Pčinjski,Serbia,Serbia,0.0
Pirotski,Serbia,Serbia,0.0
Podunavski,Serbia,Serbia,0.0
Pomoravski,Serbia,Serbia,0.0
Rasinski,Serbia,Serbia,0.0
Raški,Serbia,Serbia,0.0
Severno-Bački,Serbia,Serbia,0.0
Severno-Banatski,Serbia,Serbia,0.0
Srednje-Banatski,Serbia,Serbia,0.0
Sremski,Serbia,Serbia,0.0
Šumadijski,Serbia,Serbia,0.0
Toplički,Serbia,Serbia,0.0
Zaječarski,Serbia,Serbia,0.0
Zapadno-Bački,Serbia,Serbia,0.0
